Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Latitude,Longitude,Area,Canyon,Path_Position,Distance_to_Road,Scenic_Loop_Order
Cal. West,California Crag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105819767/cal-west,2.1,-1,Sport,5.10c,1,85.0,36.16118,-115.44733,California Crag,Calico Hills Trail,0.954356722771953,0.477635524478851,932
The Escalator,California Crag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/119065987/the-escalator,-1.0,-1,Trad,5.10b,1,40.0,36.16118,-115.44733,California Crag,Calico Hills Trail,0.954356722771953,0.477635524478851,933
Far Cry From Josh,California Crag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105818957/far-cry-from-josh,2.5,-1,Sport,5.10-,1,45.0,36.16118,-115.44733,California Crag,Calico Hills Trail,0.954356722771953,0.477635524478851,934
Senseless seizure,California Crag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120326325/senseless-seizure,3.0,-1,Sport,5.11c/d,1,40.0,36.16118,-115.44733,California Crag,Calico Hills Trail,0.954356722771953,0.477635524478851,935
Quicksand,California Crag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105820497/quicksand,2.8,-1,Sport,5.11d,1,60.0,36.16118,-115.44733,California Crag,Calico Hills Trail,0.954356722771953,0.477635524478851,936
Orange County,California Crag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118236863/orange-county,1.0,-1,Sport,5.11b,1,40.0,36.16118,-115.44733,California Crag,Calico Hills Trail,0.954356722771953,0.477635524478851,937
Just in from L.A.,California Crag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105819772/just-in-from-la,2.6,-1,Sport,5.10d,1,45.0,36.16118,-115.44733,California Crag,Calico Hills Trail,0.954356722771953,0.477635524478851,938
Basement,The Pier > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105879899/basement,3.1,-1,Sport,5.11c,1,50.0,36.1607,-115.44627,The Pier,Calico Hills Trail,0.9564848562181808,0.4294380530576136,939
Seventh Hour,The Pier > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105813234/seventh-hour,1.3,-1,Sport,5.11b,1,35.0,36.1607,-115.44627,The Pier,Calico Hills Trail,0.9564848562181808,0.4294380530576136,940
Scantily Clad Bimbo,The Pier > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118120721/scantily-clad-bimbo,1.0,-1,Sport,5.11a,1,30.0,36.1607,-115.44627,The Pier,Calico Hills Trail,0.9564848562181808,0.4294380530576136,941
Under the Boardwalk,The Pier > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105813238/under-the-boardwalk,3.4,-1,Sport,5.11a,1,50.0,36.1607,-115.44627,The Pier,Calico Hills Trail,0.9564848562181808,0.4294380530576136,942
Long Walk Off Of a Short Pier,The Pier > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105811893/long-walk-off-of-a-short-pier,2.5,-1,Sport,5.9-,1,70.0,36.1607,-115.44627,The Pier,Calico Hills Trail,0.9564848562181808,0.4294380530576136,943
Mr Moto,Americrag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116759693/mr-moto,2.0,-1,Sport,5.11+,1,50.0,36.16255,-115.44613,Americrag,Calico Hills Trail,0.9577425267089824,0.5508624408226028,944
Jimmy Nap,Americrag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116759705/jimmy-nap,1.0,-1,Sport,5.11c,1,50.0,36.16255,-115.44613,Americrag,Calico Hills Trail,0.9577425267089824,0.5508624408226028,945
Synthetic Society,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106129678/synthetic-society,1.9,-1,Sport,5.11a,1,90.0,36.16016,-115.4423,Running Man Wall,Calico Hills Trail,0.9650972658832778,0.3329253789226768,946
Eat My Shorts,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/111609620/eat-my-shorts,2.4,-1,Sport,5.7+,1,80.0,36.16016,-115.4423,Running Man Wall,Calico Hills Trail,0.9650972658832778,0.3329253789226768,947
Graveyard Waltz,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105905286/graveyard-waltz,3.6,-1,Sport,5.11d,1,110.0,36.16016,-115.4423,Running Man Wall,Calico Hills Trail,0.9650972658832778,0.3329253789226768,948
Running Man,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732401/running-man,3.9,-1,Sport,5.11c,1,120.0,36.16016,-115.4423,Running Man Wall,Calico Hills Trail,0.9650972658832778,0.3329253789226768,949
Galloping Gal,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106132682/galloping-gal,2.7,-1,Sport,5.11a,1,100.0,36.16016,-115.4423,Running Man Wall,Calico Hills Trail,0.9650972658832778,0.3329253789226768,950
Frictiony Face Panty Waist,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107089591/frictiony-face-panty-waist,2.8,-1,Sport,5.9,1,80.0,36.16016,-115.4423,Running Man Wall,Calico Hills Trail,0.9650972658832778,0.3329253789226768,951
Commitment to Excrement,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108486941/commitment-to-excrement,3.2,-1,Sport,5.11a,1,100.0,36.16016,-115.4423,Running Man Wall,Calico Hills Trail,0.9650972658832778,0.3329253789226768,952
Predator,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/123697020/predator,2.0,-1,Trad,5.10d R,1,90.0,36.16016,-115.4423,Running Man Wall,Calico Hills Trail,0.9650972658832778,0.3329253789226768,953
Red Heat,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106124685/red-heat,3.4,-1,Trad,5.10d,1,160.0,36.16016,-115.4423,Running Man Wall,Calico Hills Trail,0.9650972658832778,0.3329253789226768,954
Vile Pile,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106358718/vile-pile,1.9,-1,Sport,5.10b/c PG13,1,50.0,36.16016,-115.4423,Running Man Wall,Calico Hills Trail,0.9650972658832778,0.3329253789226768,955
Plastic People,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106109062/plastic-people,2.4,-1,Sport,5.10b/c,1,90.0,36.16016,-115.4423,Running Man Wall,Calico Hills Trail,0.9650972658832778,0.3329253789226768,956
Some Assembly Required,The Mass Production Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107033555/some-assembly-required,2.1,-1,Sport,5.10+,1,70.0,36.1644,-115.44322,The Mass Production Wall,Calico Tanks Area,0.9652016657580138,0.6301104123176692,957
Kokopelli,The Mass Production Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105865640/kokopelli,2.5,-1,Sport,5.10c,1,70.0,36.1644,-115.44322,The Mass Production Wall,Calico Tanks Area,0.9652016657580138,0.6301104123176692,958
Parts is Parts,The Mass Production Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105865662/parts-is-parts,2.0,-1,Sport,5.8,1,60.0,36.1644,-115.44322,The Mass Production Wall,Calico Tanks Area,0.9652016657580138,0.6301104123176692,959
Battery Powered,The Mass Production Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105865668/battery-powered,2.1,-1,Sport,5.9,1,70.0,36.1644,-115.44322,The Mass Production Wall,Calico Tanks Area,0.9652016657580138,0.6301104123176692,960
Hit and Run,The Mass Production Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105899225/hit-and-run,2.1,-1,Sport,5.9,1,60.0,36.1644,-115.44322,The Mass Production Wall,Calico Tanks Area,0.9652016657580138,0.6301104123176692,961
Trigger Happy,The Mass Production Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105892303/trigger-happy,2.7,-1,Sport,5.10a,1,100.0,36.1644,-115.44322,The Mass Production Wall,Calico Tanks Area,0.9652016657580138,0.6301104123176692,962
Foreman Ferris,The Mass Production Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105865652/foreman-ferris,2.8,-1,Sport,5.11c,1,80.0,36.1644,-115.44322,The Mass Production Wall,Calico Tanks Area,0.9652016657580138,0.6301104123176692,963
Resisting a Rest,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120455385/resisting-a-rest,2.6,-1,Sport,5.10b,1,35.0,36.16538,-115.44292,Hall of Fame,Calico Tanks Area,0.9663734963518068,0.6909937974924192,964
Walk the Line,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106063707/walk-the-line,2.5,-1,Sport,5.11b,1,45.0,36.16538,-115.44292,Hall of Fame,Calico Tanks Area,0.9663734963518068,0.6909937974924192,965
Bad Reputation,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106063699/bad-reputation,2.5,-1,Sport,5.11b,1,45.0,36.16538,-115.44292,Hall of Fame,Calico Tanks Area,0.9663734963518068,0.6909937974924192,966
Ms. Adventure,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/115356901/ms-adventure,2.0,-1,Sport,5.7,1,25.0,36.16538,-115.44292,Hall of Fame,Calico Tanks Area,0.9663734963518068,0.6909937974924192,967
Repeat Offender,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106973218/repeat-offender,2.0,-1,Sport,5.11a,1,45.0,36.16538,-115.44292,Hall of Fame,Calico Tanks Area,0.9663734963518068,0.6909937974924192,968
Armed and Dangerous,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106973210/armed-and-dangerous,2.8,-1,Sport,5.11a,1,45.0,36.16538,-115.44292,Hall of Fame,Calico Tanks Area,0.9663734963518068,0.6909937974924192,969
Yearnin' and Learnin',Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106063891/yearnin-and-learnin,2.8,-1,Sport,5.11a,1,45.0,36.16538,-115.44292,Hall of Fame,Calico Tanks Area,0.9663734963518068,0.6909937974924192,970
Rest Training Order,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120454968/rest-training-order,2.4,-1,Sport,5.10d,1,50.0,36.16538,-115.44292,Hall of Fame,Calico Tanks Area,0.9663734963518068,0.6909937974924192,971
Bull Rider,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106063901/bull-rider,2.1,-1,Sport,5.10+,1,35.0,36.16538,-115.44292,Hall of Fame,Calico Tanks Area,0.9663734963518068,0.6909937974924192,972
Innocent Bystander,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106063906/innocent-bystander,2.5,-1,Sport,5.10a,1,40.0,36.16538,-115.44292,Hall of Fame,Calico Tanks Area,0.9663734963518068,0.6909937974924192,973
Hero Worship,Computer Virus Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/115356833/hero-worship,1.0,-1,Sport,5.10b,1,30.0,36.16567,-115.44248,Computer Virus Wall,Calico Tanks Area,0.9675065829920972,0.7036625235436993,974
Red Storm Rising,Holiday Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105913028/red-storm-rising,2.5,-1,Sport,5.11c,1,40.0,36.16286,-115.44137,Holiday Wall,Calico Tanks Area,0.9685574257310808,0.4990901509652504,975
When the Cat's Away,Holiday Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105913032/when-the-cats-away,3.5,-1,Sport,5.11b,1,40.0,36.16286,-115.44137,Holiday Wall,Calico Tanks Area,0.9685574257310808,0.4990901509652504,976
Moments to Memories,Holiday Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105913043/moments-to-memories,1.2,-1,Sport,5.11a,1,40.0,36.16286,-115.44137,Holiday Wall,Calico Tanks Area,0.9685574257310808,0.4990901509652504,977
Red Sky Mining,Holiday Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105913023/red-sky-mining,2.5,-1,Sport,5.11a,1,60.0,36.16286,-115.44137,Holiday Wall,Calico Tanks Area,0.9685574257310808,0.4990901509652504,978
Gift Rapped,Holiday Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105892354/gift-rapped,2.8,-1,Sport,5.11a,1,60.0,36.16286,-115.44137,Holiday Wall,Calico Tanks Area,0.9685574257310808,0.4990901509652504,979
Saddam's Mom,Holiday Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105913039/saddams-mom,3.2,-1,Sport,5.11d,1,40.0,36.16286,-115.44137,Holiday Wall,Calico Tanks Area,0.9685574257310808,0.4990901509652504,980
Fast Moving Train,Holiday Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105913047/fast-moving-train,2.3,-1,Sport,5.11c,1,40.0,36.16286,-115.44137,Holiday Wall,Calico Tanks Area,0.9685574257310808,0.4990901509652504,981
Break Loose,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/124155370/break-loose,2.5,-1,Trad,5.11a/b PG13,1,40.0,36.15852,-115.4401,Stratocaster Area,Calico Hills Trail,0.9691855649773256,0.1898970755517962,982
Split Infinitive,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105813473/split-infinitive,1.6,-1,Sport,5.9 PG13,1,100.0,36.15852,-115.4401,Stratocaster Area,Calico Hills Trail,0.9691855649773256,0.1898970755517962,983
The Deluxe,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105911032/the-deluxe,3.0,-1,Sport,5.11a/b,1,90.0,36.15852,-115.4401,Stratocaster Area,Calico Hills Trail,0.9691855649773256,0.1898970755517962,984
Split Lip,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/111392579/split-lip,2.0,-1,Trad,5.10b PG13,1,115.0,36.15852,-115.4401,Stratocaster Area,Calico Hills Trail,0.9691855649773256,0.1898970755517962,985
Split Ends,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105813469/split-ends,2.0,-1,Sport,5.10-,1,100.0,36.15852,-115.4401,Stratocaster Area,Calico Hills Trail,0.9691855649773256,0.1898970755517962,986
Cut Loose,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105813481/cut-loose,3.1,-1,Trad,5.10d,1,50.0,36.15852,-115.4401,Stratocaster Area,Calico Hills Trail,0.9691855649773256,0.1898970755517962,987
One-Eyed Jacks,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105818839/one-eyed-jacks,2.7,-1,Sport,5.11a/b,1,40.0,36.15852,-115.4401,Stratocaster Area,Calico Hills Trail,0.9691855649773256,0.1898970755517962,988
Stratocaster,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106500890/stratocaster,3.9,-1,Sport,5.11d,1,125.0,36.15852,-115.4401,Stratocaster Area,Calico Hills Trail,0.9691855649773256,0.1898970755517962,989
Titan Rocket,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105905277/titan-rocket,1.7,-1,Sport,5.11d,1,80.0,36.15852,-115.4401,Stratocaster Area,Calico Hills Trail,0.9691855649773256,0.1898970755517962,990
Flying V,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120238567/flying-v,2.7,-1,Sport,5.11d,1,70.0,36.15852,-115.4401,Stratocaster Area,Calico Hills Trail,0.9691855649773256,0.1898970755517962,991
Ancient Aria,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118209985/ancient-aria,2.3,-1,Sport,5.11,1,90.0,36.15852,-115.4401,Stratocaster Area,Calico Hills Trail,0.9691855649773256,0.1898970755517962,992
Footloose,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106649113/footloose,3.1,-1,Sport,5.11b,1,60.0,36.15852,-115.4401,Stratocaster Area,Calico Hills Trail,0.9691855649773256,0.1898970755517962,993
Marshall Amp,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105813493/marshall-amp,3.4,-1,Sport,5.11b,1,105.0,36.15852,-115.4401,Stratocaster Area,Calico Hills Trail,0.9691855649773256,0.1898970755517962,994
Swedish Erotica,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/123778280/swedish-erotica,1.5,-1,Trad,5.10+,1,,36.15852,-115.4401,Stratocaster Area,Calico Hills Trail,0.9691855649773256,0.1898970755517962,995
